,appropriate_for,director,downloads,industry,posted_date,release_date,run_time,storyline,title,views,writer,is_good
16268,R,William Monahan,23170.0,Hollywood / English,"16 Aug, 2013",Nov 26 2010,103.0,"Mitchel ('Colin Farrell' ) just got out of jail and wants to stay legitimate but his friends involved in the messy London underground fear him and wants him to join them again but Mitchel tries his best to stay away. He gets himself a job as a bodyguard for a retired actress Charlotte (Keira Knightley) who is still hot news for the paparazzi. Mitchell, through his friend Billy eventually meets the underground Don by the name of Gant (Ray Winstone) who wants Mitch to work for him because of Mitch's reputations. While working together Mitch and Charlotte fall in love. Gant asks Billy to get the guy who sent Mitch to jail but it turns out to be the wrong one, Gant kills the guy in front of Mitch and lets Mitch know that he has to work for him now that Mitch has seen him commit the murder but Mitch refuses. Gant keeps trying to force Mitch to his side promising him good ranks and positions but he has to let go of Charlotte but Mitch turns him down even threatens him to stop trying making ...",London Boulevard,64105.0,"William Monahan, Ken Bruen",0
10493,R,Kelly Fremon Craig,6672.0,Hollywood / English,"30 Jan, 2017",Nov 18 2016,104.0,"Everyone knows that growing up is hard, and life is no easier for high school junior Nadine (Hailee Steinfeld), who is already at peak awkwardness when her all-star older brother Darian (Blake Jenner) starts dating her best friend Krista (Haley Lu Richardson). All at once, Nadine feels  alone than ever, until the unexpected friendship of a thoughtful boy (Hayden Szeto) gives her a glimmer of hope that things just might not be so terrible after all.",The Edge of Seventeen,37166.0,Kelly Fremon Craig,1
7631,R,Gregory Plotkin,5572.0,Hollywood / English,"01 Oct, 2018",Sep 28 2018,89.0,"A masked serial killer turns a horror themed amusement park into his own
 personal playground, terrorizing a group of friends while the rest of 
the patrons believe that it is all part of the show.",Hell Fest,38819.0,Seth M. Sherwood,0
1739,R,Craig Zobel,12856.0,Hollywood / English,"14 Mar, 2020",Mar 13 2020,90.0,"Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen - for a very specific purpose - The Hunt.

""Twelve strangers wake up in a clearing. They don't know where they are -- or how they got there. In the shadow of a dark internet conspiracy theory, ruthless elitists gather at a remote location to hunt humans for sport. But their master plan is about to be derailed when one of the hunted, Crystal, turns the tables on her pursuers.",The Hunt,61184.0,"Nick Cuse, Damon Lindelof",0
10041,PG-13,Ry Russo-Young,3685.0,Hollywood / English,"15 Apr, 2017",Mar 03 2017,98.0,"February 12 is just another day in Sam's charmed life, until it turns 
out to be her last. Stuck reliving her last day over one inexplicable 
week, Sam untangles the mystery around her death and discovers 
everything she's losing.",Before I Fall,26386.0,"Maria Maggenti, Lauren Oliver",0
13829,Not Rated,Jabbar Raisani,10328.0,Hollywood / English,"31 Jan, 2015",Sep 19 2014,92.0,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,Outpost 37 (Alien Outpost),35592.0,"Blake Clifton, Jabbar Raisani",0
1367,PG-13,Seth McTigue,1279.0,Hollywood / English,"13 Jul, 2022",Jul 08 2022,82.0,"When a resentful brother organizes a prank kidnapping, he unwittingly hires career criminals who have plans of their own.",Take the Night,14106.0,Seth McTigue,0
16945,R,Todd Phillips,8969.0,Hollywood / English,"27 Feb, 2013",Feb 21 2003,88.0,"Mitch, Frank and Beanie are disillusioned with their personal lives begining when Mitch's nymphomanic girlfriend, Heidi, cheats on him, then former party animal Frank gets married, but unwilling to get go of his wild life, and Beanie is a family man seeking to reclaim his wild and crazy youth. Beanie suggests that they form their own fraternity in Mitch's new house on a college campus to re-live their glory days by bringing together a variety of misfit college students, losers, middle-aged and elderly retirees as their new friends and later try to avoid being evicted by the new Dean of Students, Pritchard, whom still holds a personal grudge against all three of them.",Old School,35811.0,"Court Crandall, Todd Phillips, Scot Armstrong",1
6083,Not Rated,Manav Shah,10818.0,Punjabi,"19 Oct, 2019",Oct 18 2019,138.0,"Babbu Bains, a finance recovery agent, doesn't let anyone tell her what 
to do. She is independent and knows how to get things done her way, but 
then she gets married. Part of a new family now, can Babbu take a stand 
for herself?",Ardab Mutiyaran,47683.0,Dheeraj Rattan,1
14749,PG-13,Shane Acker,22795.0,Anime / Kids,"01 Dec, 2009",Sep 04 2009,79.0,"In a world destroyed in a war between man and machine, a hand-stitched doll with the number 9 written on its back comes to life. The world he has awakened in is frightening, but he quickly learns that he is not alone and that there are others like him, also with a single digit written on their back. The first one he encounters is 2 who tells him something of what happened to the world. 2 is also thrilled with the disk 9 is carrying, one with three unique symbols on the front. 9 soon learns that the disk and some of the other dolls who are prepared to die for the good of humankind may be the last hope for man's salvation.",9,86207.0,"Pamela Pettler, Shane Acker, Ben Gluck",1
10584,R,Dennis Gansel,109640.0,Hollywood / English,"06 Aug, 2016",Aug 26 2016,98.0,"Arthur Bishop, the master assassin who faked his death in hopes of putting that part of his ;life behind him, now lives a quiet life in Rio. But someone who knows who he is shows up and tells him, that if he wants to continue living this life, he will do three jobs for someone. Bishop tries to tell them he has the wrong man but they know who he is and if he won't do the job, they will take him but he gets away. He then goes to a resort in Thailand run by a friend, Mae, where he tries to find out who is looking for him. Later a woman named Gina shows up looking for medical assistance and Mae can't help but notice bruises all over her body. Mae deduces she's a battered woman and when Mae hears her being beaten, Mae asks Bishop to help her. He goes and kills the guy she's with. He kills the man and then sets fire to the boat he's on. But he sees that Gina has a photo of him. He deduces that they one who wants him, sent her. He confronts her and she admits that she works at a children's ...",Mechanic: Resurrection,324536.0,"Lewis John Carlino, Philip Shelby, Tony Mosher",0
10508,TV-14,Simone Stock,765.0,Hollywood / English,"15 Feb, 2023",Feb 11 2023,88.0,It follows Kara Robinson as she survives an abduction and ultimately brings down a serial killer.,The Girl Who Escaped: The Kara Robinson Story,7702.0,Haley Harris,0
15133,R,Elegance Bratton,472.0,Hollywood / English,"17 Feb, 2023",Dec 02 2022,95.0,"A
 young, gay Black man, rejected by his mother and with few options for 
his future, decides to join the Marines, doing whatever it takes to 
succeed in a system that would cast him aside.",The Inspection,5984.0,Elegance Bratton,1
862,R,Dan Trachtenberg,22032.0,Hollywood / English,"06 Aug, 2022",Aug 05 2022,100.0,"The
 origin story of the Predator in the world of the Comanche Nation 300 
years ago. Naru, a skilled female warrior, fights to protect her tribe 
against one of the first highly-evolved Predators to land on Earth.",Prey,88973.0,"Patrick Aison, Dan Trachtenberg, Jim Thomas",1
707,R,Christopher Landon,7904.0,Hollywood / English,"17 Nov, 2020",Nov 13 2020,102.0,"After swapping bodies with a deranged serial killer, a young girl in 
high school discovers she has less than 24 hours before the change 
becomes permanent.",Freaky,41628.0,"Michael Kennedy, Christopher Landon",0
9240,TV-MA,Jacob Cooney,2873.0,Hollywood / English,"20 Dec, 2017",Dec 19 2017,87.0,"Sean ""THE KILLIN'"" Dillon was on top of the world. Having become a decorated MMA champion, young Father and husband to a beautiful wife, the now retired fighter has hit the bottom. Having squandered his savings, suffered the loss of family through divorce, and perhaps worst of all, his self-respect. Although Sherry still loves Sean, she still believes that she and their son Mikey, are better off without him. Working at her Father's bar, she makes due. It's a hard, and difficult life, but at least she's happy. Sean is still around, a frequent patron, but not much exists between them now. One night at the bar, Sean starts a brawl, causing damage to the bar and hospitalizing the other patrons. Jake, a local detective and a close friend, arrives on the scene and threatens to arrest Sean unless he promises to turn his life around. A witness to the brawl, Deke, a recruiter for the Blood Circus, (a mysterious and brutal fight club), approaches Sean with an offer; to join the club in which ...",Blood Circus,29381.0,Eric Weinstock,0
16896,R,Ramaa Mosley,10412.0,Hollywood / English,"09 Mar, 2013",Mar 08 2013,100.0,"Based on the comic book series ""The Brass Teapot"" about mid-twenty year old couple who, in these difficult economic times, finds a mysterious, magical brass teapot which makes them money but at a surprising price. After realizing the teapots powers, John and Alice must decide how far they will go to fulfill their dream.",The Brass Teapot,27924.0,Tim Macy,0
13750,Not Rated,Anders Morgenthaler,2178.0,Hollywood / English,"17 Feb, 2015",Jan 09 2015,97.0,"Successful businesswoman Maria has achieved everything except what she 
wants the most - a baby of her own. She decides to deal with the matter 
by herself and embarks on a desperate and dangerous journey in order to 
make her dream come true.",I Am Here (The 11th Hour),13152.0,Anders Morgenthaler,0
11114,Not Rated,Vijay Milton,33335.0,Tollywood,"14 Sep, 2016",Oct 21 2015,144.0,"Vikram is a remarkable driver, who is able to do the incredible in just ten seconds. He is a complete stranger that his name remains unknown even to his close associates. As he is a transporter, he prefers to introduce himself with different names like James Bond, Kamal Haasan, Mani Ratnam. When Vikram meets Shakeela (Samantha), his life turns upside down as she is wanted by the most deadly terrorists in Uttarkhand. Why are they in search for her? Will Vikram save her life?",10 Endrathukulla,115744.0,Vijay Milton,0
14535,R,Lenny Abrahamson,1357.0,Hollywood / English,"03 Sep, 2014",May 09 2014,95.0,"Jon, a young wanna-be musician, discovers he's bitten off more than he 
can chew when he joins an eccentric pop band led by the mysterious and 
enigmatic Frank.",Frank,13676.0,Jon Ronson,1
19177,PG-13,Paul Greengrass,44977.0,Hollywood / English,"23 Sep, 2010",Nov 02 2007,115.0,"Bourne is once again brought out of hiding, this time inadvertently by London-based reporter Simon Ross who is trying to unveil Operation Blackbriar--an upgrade to Project Treadstone--in a series of newspaper columns. Bourne sets up a meeting with Ross and realizes instantly they're being scanned. Information from the reporter stirs a new set of memories, and Bourne must finally, ultimately, uncover his dark past whilst dodging The Company's best efforts in trying to eradicate him.",The Bourne Ultimatum,105866.0,"Tony Gilroy, Scott Z. Burns, George Nolfi",1
14974,Not Rated,Arthur Romeo,4402.0,Hollywood / English,"07 Jun, 2014",Dec 30 2013,96.0,"Tragedy strikes married couple Paul and Lily, when Lily's father dies. 
Lily has her father cremated, brings the urn home and now Paul has to 
come to terms with the death of his...",Cruel Will,16014.0,Arthur Romeo,0
7183,Not Rated,Erik Bloomquist,4772.0,Hollywood / English,"13 Apr, 2019",Mar 29 2019,94.0,"Long Lost stars Adam Weppler (The Cobblestone Corridor) as Seth, a young man invited to spend a weekend at the Connecticut mansion of his long lost millionaire half-brother Richard (Nicholas Tucci, You're Next). With the help of his enigmatic live-in girlfriend Abby (Catherine Corcoran, Terrifier), Richard leads Seth down a psychosexual rabbit hole wherein luxury and temptation are intermingled with treachery and taboo.",Long Lost,27145.0,"Erik Bloomquist, Carson Bloomquist, Adam Weppler",0
